"","source","month_arabic","day_arabic","year","island","order","family","genus","specificEp","scientificName"
"250","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Ichneumonidae","","","Ichneumoninae"
"251","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"252","iNaturalist",6,18,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"253","iNaturalist",6,18,2019,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"254","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"255","iNaturalist",7,6,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"256","iNaturalist",7,7,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","rinconis","Diadasia rinconis"
"257","iNaturalist",7,21,2019,"San Clemente","Hymenoptera ","Sphecidae","Ammophila","","Ammophila"
"258","iNaturalist",6,30,2019,"San Clemente","Hymenoptera ","Aphelinidae","Encarsia","","Encarsia"
"259","iNaturalist",8,1,2019,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"260","iNaturalist",8,2,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"261","iNaturalist",8,18,2019,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"262","iNaturalist",9,15,2019,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilidae"
"263","iNaturalist",11,12,2019,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"264","iNaturalist",11,12,2019,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"265","iNaturalist",12,7,2019,"San Clemente","Hymenoptera ","Halictidae","","","Halictini"
"266","iNaturalist",12,7,2019,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"267","iNaturalist",1,10,2020,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"268","iNaturalist",1,10,2020,"San Clemente","Hymenoptera ","Formicidae","Pheidole","clementensis","Pheidole clementensis"
"269","iNaturalist",1,12,2020,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"270","iNaturalist",1,13,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"271","iNaturalist",1,14,2020,"San Clemente","Hymenoptera ","Formicidae","Tanaemyrmex","","Tanaemyrmex"
"272","iNaturalist",1,14,2020,"San Clemente","Hymenoptera ","Formicidae","Tanaemyrmex","","Tanaemyrmex"
"273","iNaturalist",1,26,2020,"San Clemente","Hymenoptera ","Ichneumonidae","Ophion","","Ophion"
"274","iNaturalist",1,29,2020,"San Clemente","Hymenoptera ","Formicidae","Hypoponera","","Hypoponera"
"275","iNaturalist",2,7,2020,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"276","iNaturalist",2,7,2020,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"277","iNaturalist",2,13,2020,"San Clemente","Hymenoptera ","Formicidae","Temnothorax","andrei","Temnothorax andrei"
"278","iNaturalist",2,20,2020,"San Clemente","Hymenoptera ","Mutillidae","Sphaeropthalma","unicolor","Sphaeropthalma unicolor"
"279","iNaturalist",2,20,2020,"San Clemente","Hymenoptera ","Formicidae","Camponotus","bakeri","Camponotus bakeri"
"280","iNaturalist",2,28,2020,"San Clemente","Hymenoptera ","Formicidae","","","Formicinae"
"281","iNaturalist",2,20,2020,"San Clemente","Hymenoptera ","Formicidae","Monomorium","ergatogyna","Monomorium ergatogyna"
"282","iNaturalist",2,26,2020,"San Clemente","Hymenoptera ","Encyrtidae","","","Encyrtidae"
"283","iNaturalist",3,4,2020,"San Clemente","Hymenoptera ","Formicidae","Camponotus","bakeri","Camponotus bakeri"
"284","iNaturalist",3,10,2020,"San Clemente","Hymenoptera ","Formicidae","","","Tapinomini"
"285","iNaturalist",2,19,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"286","iNaturalist",6,18,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"287","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"288","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"289","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"290","iNaturalist",6,21,2019,"San Clemente","Hymenoptera ","Megachilidae","Anthidium","","Anthidium"
"291","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Formicidae","Monomorium","","Monomorium"
"292","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Sphecidae","Podalonia","","Podalonia"
"293","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Formicidae","","","Dolichoderinae"
"294","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","rinconis","Diadasia rinconis"
"295","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Megachilidae","Anthidium","maculosum","Anthidium maculosum"
"296","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Monomorium","minimum","Monomorium minimum"
"297","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Megachilidae","Dioxys","","Dioxys"
"298","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","rinconis","Diadasia rinconis"
"299","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"300","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Halictidae","Dufourea","","Dufourea"
"301","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"302","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"303","iNaturalist",6,19,2019,"San Clemente","Hymenoptera ","Sphecidae","","","Ammophilini"
"304","iNaturalist",6,20,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"305","iNaturalist",4,14,2019,"San Clemente","Hymenoptera ","Apidae","Melecta","separata","Melecta separata"
"306","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Megachilidae","Osmia","","Melanosmia"
"307","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Megachilidae","Anthidium","collectum","Anthidium collectum"
"308","iNaturalist",3,26,2019,"San Clemente","Hymenoptera ","Andrenidae","Andrena","","Diandrena"
"309","iNaturalist",3,2,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"310","iNaturalist",3,24,2019,"San Clemente","Hymenoptera ","Megachilidae","Anthidium","collectum","Anthidium collectum"
"311","iNaturalist",4,15,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","rinconis","Diadasia rinconis"
"312","iNaturalist",5,6,2019,"San Clemente","Hymenoptera ","Apidae","Melissodes","","Melissodes"
"313","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"314","iNaturalist",4,15,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"315","iNaturalist",4,15,2019,"San Clemente","Hymenoptera ","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"316","iNaturalist",6,2,2019,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"317","iNaturalist",6,2,2019,"San Clemente","Hymenoptera ","Megachilidae","Osmia","","Melanosmia"
"318","iNaturalist",6,3,2019,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"319","iNaturalist",6,19,2018,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Sphecodogastra"
"320","iNaturalist",6,4,2018,"San Clemente","Hymenoptera ","Sphecidae","Ammophila","","Ammophila"
"321","iNaturalist",6,18,2019,"San Clemente","Hymenoptera "," ","","","Hymenoptera"
"322","iNaturalist",5,31,2020,"San Clemente","Hymenoptera ","Formicidae","Monomorium","","Monomorium"
"323","iNaturalist",6,12,2020,"San Clemente","Hymenoptera ","Sphecidae","Ammophila","","Ammophila"
"324","iNaturalist",6,13,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"325","iNaturalist",6,13,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"326","iNaturalist",6,13,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"327","iNaturalist",6,15,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"328","iNaturalist",6,15,2020,"San Clemente","Hymenoptera ","Apidae","Melissodes","","Melissodes"
"329","iNaturalist",6,15,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"330","iNaturalist",6,15,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"331","iNaturalist",6,16,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"332","iNaturalist",6,17,2020,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"333","iNaturalist",6,17,2020,"San Clemente","Hymenoptera ","Halictidae","","","Halictinae"
"334","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"335","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Apidae","Melissodes","","Melissodes"
"336","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"337","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Halictidae","","","Halictini"
"338","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"339","iNaturalist",6,20,2020,"San Clemente","Hymenoptera ","Formicidae","","","Myrmicinae"
"340","iNaturalist",6,21,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"341","iNaturalist",6,21,2020,"San Clemente","Hymenoptera ","Formicidae","Aphaenogaster","patruelis","Aphaenogaster patruelis"
"342","iNaturalist",6,19,2020,"San Clemente","Hymenoptera ","Apidae","Diadasia","rinconis","Diadasia rinconis"
"343","iNaturalist",6,24,2020,"San Clemente","Hymenoptera ","Formicidae","Crematogaster","laeviuscula","Crematogaster laeviuscula"
"344","iNaturalist",6,24,2020,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"345","iNaturalist",6,24,2020,"San Clemente","Hymenoptera ","Formicidae","Monomorium","minimum","Monomorium minimum"
"346","iNaturalist",6,24,2020,"San Clemente","Hymenoptera ","Formicidae","Camponotus","bakeri","Camponotus bakeri"
"347","iNaturalist",7,2,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"348","iNaturalist",7,2,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"349","iNaturalist",7,2,2020,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"350","iNaturalist",7,2,2020,"San Clemente","Hymenoptera ","Sphecidae","","","Ammophilini"
"351","iNaturalist",7,2,2020,"San Clemente","Hymenoptera ","Formicidae","","","Formicidae"
"352","iNaturalist",7,3,2020,"San Clemente","Hymenoptera ","Formicidae","Monomorium","minimum","Monomorium minimum"
"353","iNaturalist",7,3,2020,"San Clemente","Hymenoptera ","Formicidae","","","Formicidae"
"354","iNaturalist",7,7,2020,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"355","iNaturalist",7,17,2020,"San Clemente","Hymenoptera ","Sphecidae","Ammophila","","Ammophila"
"356","iNaturalist",7,18,2020,"San Clemente","Hymenoptera ","Formicidae","","","Formicidae"
"357","iNaturalist",8,10,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana"
"358","iNaturalist",8,10,2020,"San Clemente","Hymenoptera ","Apidae","Xeromelecta","californica","Xeromelecta californica"
"359","iNaturalist",8,10,2020,"San Clemente","Hymenoptera ","Crabronidae","Miscophus","","Miscophus"
"360","iNaturalist",8,10,2020,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"361","iNaturalist",8,13,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"362","iNaturalist",8,13,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"363","iNaturalist",8,13,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"364","iNaturalist",8,13,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"365","iNaturalist",8,18,2020,"San Clemente","Hymenoptera ","Formicidae","Linepithema","humile","Linepithema humile"
"366","iNaturalist",8,29,2020,"San Clemente","Hymenoptera ","Sphecidae","","","Sphecidae"
"367","iNaturalist",9,3,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"368","iNaturalist",9,8,2020,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"369","iNaturalist",9,9,2020,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"370","iNaturalist",9,9,2020,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilini"
"371","iNaturalist",9,10,2020,"San Clemente","Hymenoptera ","Ichneumonidae","","","Ichneumonidae"
"372","iNaturalist",9,16,2020,"San Clemente","Hymenoptera ","Halictidae","Lasioglossum","","Dialictus"
"373","iNaturalist",9,16,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"374","iNaturalist",9,16,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"375","iNaturalist",9,20,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"376","iNaturalist",9,20,2020,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"377","iNaturalist",9,21,2020,"San Clemente","Hymenoptera ","Sphecidae","Prionyx","","Prionyx"
"378","iNaturalist",9,21,2020,"San Clemente","Hymenoptera ","Halictidae","Sphecodes","","Sphecodes"
"379","iNaturalist",9,26,2020,"San Clemente","Hymenoptera ","Sphecidae","Sceliphron","caementarium","Sceliphron caementarium"
"380","iNaturalist",10,3,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"381","iNaturalist",10,2,2020,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"382","iNaturalist",10,16,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"383","iNaturalist",5,4,2012,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"384","iNaturalist",11,21,2020,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"385","iNaturalist",4,13,2019,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilidae"
"386","iNaturalist",6,4,2019,"San Clemente","Hymenoptera ","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"387","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"388","iNaturalist",5,30,2019,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"389","iNaturalist",3,3,2019,"San Clemente","Hymenoptera ","Sphecidae","Ammophila","","Ammophila"
"390","iNaturalist",5,30,2019,"San Clemente","Hymenoptera ","Ichneumonidae","","","Cryptini"
"391","iNaturalist",5,5,2019,"San Clemente","Hymenoptera ","Ichneumonidae","","","Ichneumonidae"
"392","iNaturalist",5,30,2019,"San Clemente","Hymenoptera ","Ichneumonidae","Ophion","","Ophion"
"393","iNaturalist",5,15,2019,"San Clemente","Hymenoptera ","Ichneumonidae","Netelia","","Netelia"
"394","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Ichneumonidae","","","Campopleginae"
"395","iNaturalist",5,6,2019,"San Clemente","Hymenoptera ","Perilampidae","Perilampus","","Perilampus"
"396","iNaturalist",6,6,2019,"San Clemente","Hymenoptera ","Formicidae","Camponotus","bakeri","Camponotus bakeri"
"397","iNaturalist",6,4,2019,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilidae"
"398","iNaturalist",5,6,2019,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilidae"
"399","iNaturalist",1,22,2021,"San Clemente","Hymenoptera ","Pompilidae","","","Pompilidae"
"400","iNaturalist",2,28,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","","Habropoda"
"401","iNaturalist",3,2,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"402","iNaturalist",3,4,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"403","iNaturalist",3,4,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"404","iNaturalist",3,6,2021,"San Clemente","Hymenoptera ","Formicidae","Camponotus","","Camponotus"
"405","iNaturalist",3,6,2021,"San Clemente","Hymenoptera ","Formicidae","Camponotus","bakeri","Camponotus bakeri"
"406","iNaturalist",3,14,2021,"San Clemente","Hymenoptera ","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"407","iNaturalist",3,17,2021,"San Clemente","Hymenoptera ","Apidae","Diadasia","","Diadasia"
"408","iNaturalist",6,23,2019,"San Clemente","Hymenoptera ","Apidae","Nomada","","Nomada"
"409","iNaturalist",3,19,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"410","iNaturalist",3,27,2021,"San Clemente","Hymenoptera ","Apidae","","","Apinae"
"411","iNaturalist",3,28,2021,"San Clemente","Hymenoptera ","Apidae","Habropoda","depressa","Habropoda depressa"
"412","iNaturalist",3,28,2021,"San Clemente","Hymenoptera ","Formicidae","Camponotus","","Camponotus"
"413","iNaturalist",3,28,2021,"San Clemente","Hymenoptera ","Apidae","Eucera","","Synhalonia"
"414","iNaturalist",3,29,2021,"San Clemente","Hymenoptera ","Formicidae","","","Formicinae"
"415","iNaturalist",3,1,2019,"San Clemente","Hymenoptera "," ","","","Hymenoptera"
"416","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Monomorium","ergatogyna","Monomorium ergatogyna"
"417","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Monomorium","ergatogyna","Monomorium ergatogyna"
"418","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Hypoponera","","Hypoponera"
"419","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Aphaenogaster","patruelis","Aphaenogaster patruelis"
"420","iNaturalist",6,25,2019,"San Clemente","Hymenoptera ","Formicidae","Aphaenogaster","patruelis","Aphaenogaster patruelis"
"421","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Formicidae","Pheidole","clementensis","Pheidole clementensis"
"422","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Formicidae","","","Myrmicinae"
"423","iNaturalist",6,24,2019,"San Clemente","Hymenoptera ","Formicidae","Pheidole","","Pheidole"
"424","iNaturalist",6,21,2019,"San Clemente","Hymenoptera ","Formicidae","Pheidole","","Pheidole"
"425","iNaturalist",6,21,2019,"San Clemente","Hymenoptera ","Formicidae","","","Formicidae"
"426","iNaturalist",5,4,2019,"San Clemente","Hymenoptera "," ","","","Apocrita"
"427","iNaturalist",3,26,2019,"San Clemente","Hymenoptera ","Formicidae","Pheidole","","Pheidole"
