id,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,oauth_appl,place_gues,latitude,longitude,ArcMap_IslandName,positional,public_pos,taxon_geop,coordinate,positionin,position_1,place_coun,species_gu,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus ,subgenus,species,scientific,taxon_id,,
16506680,2016/06/25 4:46 PM PDT,6/25/16 0:00,2016-06-25 23:46:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2018-09-13 23:17:50 UTC,2021-03-04 02:45:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/16506680,https://inaturalist-open-data.s3.amazonaws.com/photos/24842024/medium.jpg?1536879993, , , ,1,0,0,"Los Angeles County, CA, USA",32.9788542,-118.5526449,San Clemente,71,71, ,FALSE, , ,United States,Cutworm Wasps,,,,,Sphecidae,,,,Podalonia,,,Podalonia,154665,,
17856954,2018/10/26 10:33 AM PDT,10/26/18 0:00,2018-10-26 17:33:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2018-10-26 18:58:40 UTC,2019-04-24 16:46:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17856954,https://inaturalist-open-data.s3.amazonaws.com/photos/27260361/medium.jpeg?1540580001, , , ,3,0,0,"Los Angeles County, CA, USA",33.01594702,-118.5929174,San Clemente,295,295, ,FALSE, , ,United States,Yellow-legged Mud-dauber Wasp,,,,,Sphecidae,,,,Sceliphron,,caementarium,Sceliphron caementarium,121821,,
17980900,2018/10/29 2:38 PM PDT,10/29/18 0:00,2018-10-29 21:38:00 UTC,Pacific Time (US & Canada),724795,jim_carretta,2018-10-31 05:36:55 UTC,2020-12-27 05:45:24 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/17980900,https://inaturalist-open-data.s3.amazonaws.com/photos/27483382/medium.jpeg?1540964156, , , ,2,0,0,"San Clemente Island, California",32.883278,-118.513181,San Clemente,0,0, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
19199118,Mon Dec 24 2018 10:28:21 GMT-0800 (PST),12/24/18 0:00,2018-12-24 18:28:21 UTC,Pacific Time (US & Canada),266196,shrike2,2018-12-24 19:50:51 UTC,2019-01-08 17:27:52 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/19199118,https://inaturalist-open-data.s3.amazonaws.com/photos/29489651/medium.jpg?1545681124, , , ,4,0,3,"Los Angeles County, US-CA, US",32.902171,-118.4718733,San Clemente,5,5, ,FALSE, , ,United States,Hormigas semilleras,,,,,Formicidae,,,,Pheidole,,,Pheidole,47343,,
19442319,2019/01/04 6:47 PM PST,1/4/19 0:00,2019-01-05 02:47:00 UTC,Pacific Time (US & Canada),213838,vireolanius,2019-01-05 15:17:38 UTC,2019-01-29 22:22:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19442319,https://inaturalist-open-data.s3.amazonaws.com/photos/29910359/medium.jpg?1546701371, , , ,4,0,0,"san clemente island, ca",33.003515,-118.55757,San Clemente,136,136, ,FALSE, ,manual,United States,Ophion Wasps,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
19450171,2019/01/04 7:45 PM PST,1/4/19 0:00,2019-01-05 03:45:00 UTC,Pacific Time (US & Canada),266196,shrike2,2019-01-05 21:59:28 UTC,2019-01-29 22:21:14 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19450171,https://inaturalist-open-data.s3.amazonaws.com/photos/29922756/medium.jpg?1546724371, , , ,4,0,0,"Los Angeles, California, United States",33.00258056,-118.5579444,San Clemente,0,0, ,FALSE, , ,United States,Ophion Wasps,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
20195743,Thu Feb 07 2019 13:34:27 GMT-0800 (PST),2/7/19 0:00,2019-02-07 21:34:27 UTC,Pacific Time (US & Canada),266196,shrike2,2019-02-08 02:29:38 UTC,2019-02-08 14:14:16 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/20195743,https://static.inaturalist.org/photos/31170920/medium.jpg?1549593511, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",32.91412964,-118.4834824,San Clemente,23,23, ,FALSE, , ,United States,Hormigas carpinteras,,,,,Formicidae,,,,Camponotus,,,Camponotus,62781,,
20348026,Sun Feb 10 2019 09:42:19 GMT-0800 (PST),2/10/19 0:00,2019-02-10 17:42:19 UTC,Pacific Time (US & Canada),266196,shrike2,2019-02-14 19:27:22 UTC,2019-02-15 13:31:27 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/20348026,https://static.inaturalist.org/photos/31419801/medium.jpg?1550172516, , , ,2,0,3,"Los Angeles County, US-CA, US",32.80540285,-118.4255369,San Clemente,5,5, ,FALSE, , ,United States,Myrmicinae,,,,,Formicidae,Myrmicinae,,,,,,Myrmicinae,69143,,
21230524,2019-02-28 7:33:51 PM PST,2/28/19 0:00,2019-03-01 03:33:51 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-14 15:09:02 UTC,2020-04-23 18:20:59 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21230524,https://inaturalist-open-data.s3.amazonaws.com/photos/32820001/medium.jpeg?1552576144, , , ,1,0,2,"Unnamed Road, California, USA",32.99854739,-118.5527969,San Clemente,11,11, ,FALSE,gps,gps,United States,Ophion Wasps,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
21231273,2019-03-07 10:12:55 AM PST,3/7/19 0:00,2019-03-07 18:12:55 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-14 15:39:50 UTC,2020-09-07 19:24:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/21231273,https://inaturalist-open-data.s3.amazonaws.com/photos/32821201/medium.jpg?1552578011, , , ,2,0,2,"Los Angeles County, CA, USA",32.91832237,-118.4904922,San Clemente,176,176, ,FALSE,gps,gps,United States,Edwards's Digger Bee,,,,Anthophila,Apidae,,,,Anthophora,,edwardsii,Anthophora edwardsii,57683,,
21231308,2019-03-07 1:04:19 PM PST,3/7/19 0:00,2019-03-07 21:04:19 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-14 15:41:29 UTC,2020-12-11 18:22:06 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21231308,https://inaturalist-open-data.s3.amazonaws.com/photos/32821250/medium.jpg?1552578098, , ,Add to pollinators project,0,0,2,Site 4,32.91866854,-118.4905385,San Clemente,352,352, ,FALSE,gps,gps,United States,Diandrena,,,,Anthophila,Andrenidae,,,,Andrena,Diandrena,,Diandrena,571383,,
21263481,2019/01/06 2:34 PM PST,1/6/19 0:00,2019-01-06 22:34:00 UTC,Pacific Time (US & Canada),266196,shrike2,2019-03-15 18:34:01 UTC,2019-11-23 11:13:24 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/21263481,https://static.inaturalist.org/photos/32875087/medium.jpg?1552674423, , , ,2,0,0,"Los Angeles County, CA, USA",32.99399167,-118.548425,San Clemente,0,0, ,FALSE, , ,United States,Sphaeropthalma unicolor,,,,,Mutillidae,,,,Sphaeropthalma,,unicolor,Sphaeropthalma unicolor,299946,,
21278981,2019-03-02 1:50:44 PM PST,3/2/19 0:00, ,Pacific Time (US & Canada),34488,pileated,2019-03-16 06:39:08 UTC,2020-04-23 18:20:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/21278981,https://inaturalist-open-data.s3.amazonaws.com/photos/32901867/medium.jpeg?1552718352, , , ,2,0,2,"Unnamed Road, California, USA",32.91881884,-118.4891119,San Clemente,88,88, ,FALSE,gps,gps,United States,Odorous House Ant,,,,,Formicidae,,,,Tapinoma,,sessile,Tapinoma sessile,47340,,
21303507,2019/03/14 4:40 PM PDT,3/14/19 0:00,2019-03-14 23:40:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-03-17 00:33:44 UTC,2019-04-24 16:44:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21303507,https://inaturalist-open-data.s3.amazonaws.com/photos/32942514/medium.jpg?1552782545, , ,On Astragalus nevinii.,1,0,0,"Los Angeles County, CA, USA",32.97507211,-118.5732819,San Clemente,99,99, ,FALSE, , ,United States,Common Digger Bees,,,,Anthophila,Apidae,,,,Anthophora,,,Anthophora,57682,,
21340162,2019/03/17 7:40 AM PDT,3/17/19 0:00,2019-03-17 14:40:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-03-18 00:09:52 UTC,2019-04-24 16:43:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21340162,https://inaturalist-open-data.s3.amazonaws.com/photos/33004166/medium.jpg?1552867657, , ,on Astragalus nevinii.,1,0,0,"Los Angeles County, CA, USA",33.01396827,-118.5894841,San Clemente,274,274, ,FALSE, , ,United States,Digger Bees,,,,Anthophila,Apidae,,,,Anthophora,,,Anthophora,57682,,
21439371,Mon Mar 18 2019 08:28:24 GMT-0700 (PDT),3/18/19 0:00,2019-03-18 15:28:24 UTC,Pacific Time (US & Canada),688240,empid,2019-03-21 02:07:05 UTC,2019-03-21 05:07:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21439371,https://inaturalist-open-data.s3.amazonaws.com/photos/33170164/medium.jpg?1553134036, , , ,3,0,3,"San Clemente Island Underwater Range, , CA, US",32.88421667,-118.4428717,San Clemente,5,5, ,FALSE, , ,United States,Ants,,,,,Formicidae,,,,,,,Formicidae,47336,,
21663284,Tue Mar 26 2019 12:28:38 GMT-0700 (PDT),3/26/19 0:00,2019-03-26 19:28:38 UTC,Pacific Time (US & Canada),1474963,stephlbartlett,2019-03-27 13:17:22 UTC,2019-03-27 23:45:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21663284,https://inaturalist-open-data.s3.amazonaws.com/photos/33540794/medium.jpg?1553692653, , , ,2,0,3,"San Clemente Island Underwater Range, , CA, US",32.91923,-118.5416333,San Clemente,5,5, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
21663316,Tue Mar 26 2019 12:27:11 GMT-0700 (PDT),3/26/19 0:00,2019-03-26 19:27:11 UTC,Pacific Time (US & Canada),1474963,stephlbartlett,2019-03-27 13:18:53 UTC,2019-03-27 18:10:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21663316,https://inaturalist-open-data.s3.amazonaws.com/photos/33540835/medium.jpg?1553692741, , , ,1,0,3,"San Clemente Island Underwater Range, , CA, US",32.91963833,-118.5412833,San Clemente,5,5, ,FALSE, , ,United States,Spider Wasps,,,,,Pompilidae,,,,,,,Pompilidae,54028,,
21754985,2019/03/27 1:03 PM PDT,3/27/19 0:00,2019-03-27 20:03:00 UTC,Pacific Time (US & Canada),23091,sue_meiman,2019-03-29 22:40:49 UTC,2019-03-30 02:37:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21754985,https://inaturalist-open-data.s3.amazonaws.com/photos/33693070/medium.jpg?1553899165, , , ,1,0,0,"Los Angeles County, CA, USA",32.96627845,-118.5614963,San Clemente,218,218, ,FALSE, , ,United States,Thread-waisted Wasps,,,,,Sphecidae,,,,Podalonia,,,Podalonia,154665,,
21759662,3/21/19,3/21/19 0:00, ,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 00:55:09 UTC,2020-04-23 23:06:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21759662,https://inaturalist-open-data.s3.amazonaws.com/photos/34116533/medium.jpeg?1554436590, , , ,2,0,0,"Los Angeles, California, United States",32.98279833,-118.5706333,San Clemente,0,0, ,FALSE, , ,United States,Myrmicine Ants,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,68933,,
21769750,3/22/19,3/22/19 0:00, ,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 07:37:27 UTC,2020-04-23 23:03:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21769750,https://inaturalist-open-data.s3.amazonaws.com/photos/33713927/medium.jpeg?1553921483, , , ,2,0,0,"Los Angeles, California, United States",32.98226167,-118.5686467,San Clemente,0,0, ,FALSE, , ,United States,Aphaenogaster patruelis,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,68933,,
21769758,3/22/19,3/22/19 0:00, ,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 07:37:33 UTC,2020-10-30 04:01:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21769758,https://inaturalist-open-data.s3.amazonaws.com/photos/34123736/medium.jpeg?1554451083, , , ,1,0,0,"Los Angeles County, CA, USA",32.98276167,-118.5689267,San Clemente,0,0, ,FALSE, , ,United States,Aporus hirsutus,,,,,Pompilidae,,,,Aporus,,hirsutus,Aporus hirsutus,299985,,
21786447,2019/03/22 2:57 PM PDT,3/22/19 0:00,2019-03-22 21:57:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 17:42:07 UTC,2020-04-23 23:01:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21786447,https://inaturalist-open-data.s3.amazonaws.com/photos/33741555/medium.jpeg?1553964621, , , ,1,0,0,"Los Angeles, California, United States",32.91854667,-118.488865,San Clemente,0,0, ,FALSE, , ,United States,Pheidole clementensis,,,,,Formicidae,,,,Pheidole,,clementensis,Pheidole clementensis,69410,,
21786476,2019/03/22 3:52 PM PDT,3/22/19 0:00,2019-03-22 22:52:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 17:42:22 UTC,2020-04-23 23:00:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21786476,https://inaturalist-open-data.s3.amazonaws.com/photos/33741836/medium.jpeg?1553964794, , , ,1,0,0,"Los Angeles County, CA, USA",32.91774333,-118.4874233,San Clemente,0,0, ,FALSE, , ,United States,Carpenter Ants,,,,,Formicidae,,,,Camponotus,,,Camponotus,62781,,
21793341,2019/03/23 10:27 AM PDT,3/23/19 0:00,2019-03-23 17:27:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 19:44:37 UTC,2020-12-11 07:13:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21793341,https://inaturalist-open-data.s3.amazonaws.com/photos/34124159/medium.jpeg?1554452147, , , ,1,1,0,"Los Angeles, California, United States",32.82523667,-118.36554,San Clemente,0,0, ,FALSE, , ,United States,Camponotus bakeri,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,68943,,
21793354,2019/03/23 12:47 PM PDT,3/23/19 0:00,2019-03-23 19:47:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 19:44:46 UTC,2020-04-23 22:59:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21793354,https://inaturalist-open-data.s3.amazonaws.com/photos/33749650/medium.jpeg?1553970360, , , ,1,0,0,"Los Angeles, California, United States",32.82544833,-118.3657517,San Clemente,0,0, ,FALSE, , ,United States,Aphaenogaster patruelis,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,68933,,
21793361,2019/03/23 12:50 PM PDT,3/23/19 0:00,2019-03-23 19:50:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 19:44:50 UTC,2020-04-23 22:59:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21793361,https://inaturalist-open-data.s3.amazonaws.com/photos/34124215/medium.jpeg?1554452286, , , ,0,0,0,"Los Angeles, California, United States",32.82540833,-118.3656,San Clemente,0,0, ,FALSE, , ,United States,Monomorium ergatogyna,,,,,Formicidae,,,,Monomorium,,ergatogyna,Monomorium ergatogyna,69098,,
21796016,2019/03/23 3:10 PM PDT,3/23/19 0:00,2019-03-23 22:10:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 20:39:48 UTC,2020-12-11 07:16:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21796016,https://inaturalist-open-data.s3.amazonaws.com/photos/34124367/medium.jpeg?1554452664, , , ,1,0,0,"Los Angeles, California, United States",32.82576333,-118.3655933,San Clemente,0,0, ,FALSE, , ,United States,Camponotus bakeri,,,,,Formicidae,,,,Camponotus,,bakeri,Camponotus bakeri,68943,,
21802905,2019/03/24 7:52 AM PDT,3/24/19 0:00,2019-03-24 14:52:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 23:10:35 UTC,2020-04-23 22:49:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21802905,https://inaturalist-open-data.s3.amazonaws.com/photos/33761744/medium.jpeg?1553978684, , , ,3,0,0,"Los Angeles County, CA, USA",32.9958213,-118.552182,San Clemente,31,31, ,FALSE, , ,United States,Aphaenogaster patruelis,,,,,Formicidae,,,,Aphaenogaster,,patruelis,Aphaenogaster patruelis,68933,,
21804577,2019/03/24 4:44 PM PDT,3/24/19 0:00,2019-03-24 23:44:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-30 23:52:51 UTC,2020-12-27 05:40:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21804577,https://inaturalist-open-data.s3.amazonaws.com/photos/33773760/medium.jpeg?1553988332, , , ,4,0,0,"Los Angeles County, CA, USA",32.82992348,-118.3702174,San Clemente,31,31, ,FALSE, , ,United States,Thread-waisted Sand Wasps,,,,,Sphecidae,,,,Ammophila,,,Ammophila,83951,,
21814378,Sat Mar 30 2019 10:28:12 GMT-0700 (PDT),3/30/19 0:00,2019-03-30 17:28:12 UTC,Pacific Time (US & Canada),688240,empid,2019-03-31 04:06:40 UTC,2019-03-31 04:38:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21814378,https://inaturalist-open-data.s3.amazonaws.com/photos/33793032/medium.jpg?1554005203, , ,Sorry for the squished gaster,1,0,3,"Los Angeles County, US-CA, US",32.85613712,-118.425716,San Clemente,5,5, ,FALSE, , ,United States,Camponotus hyatti,,,,,Formicidae,,,,Camponotus,,hyatti,Camponotus hyatti,68950,,
21816169,2019/03/26 9:44 AM PDT,3/26/19 0:00,2019-03-26 16:44:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 05:06:41 UTC,2020-04-23 22:35:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21816169,https://inaturalist-open-data.s3.amazonaws.com/photos/33793204/medium.jpeg?1554005361, , , ,1,0,0,"Los Angeles County, CA, USA",32.85968762,-118.4092144,San Clemente,50,50, ,FALSE, , ,United States,Ants,,,,,Formicidae,,,,,,,Formicidae,47336,,
21816797,2019/03/26 10:02 AM PDT,3/26/19 0:00,2019-03-26 17:02:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 05:35:00 UTC,2020-12-18 07:32:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21816797,https://inaturalist-open-data.s3.amazonaws.com/photos/33795862/medium.jpeg?1554009001, , , ,3,0,0,"Los Angeles, California, United States",32.85927,-118.4085483,San Clemente,0,0, ,FALSE, , ,United States,Digger Bees,,,,Anthophila,Apidae,,Anthophorini,,,,,Anthophorini,203135,,
21817617,2019/03/26 11:59 AM PDT,3/26/19 0:00,2019-03-26 18:59:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 06:24:18 UTC,2020-04-23 22:33:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21817617,https://inaturalist-open-data.s3.amazonaws.com/photos/33797805/medium.jpeg?1554012522, , , ,1,0,0,"Los Angeles, California, United States",32.85583833,-118.41502,San Clemente,0,0, ,FALSE, , ,United States,Pheidole clementensis,,,,,Formicidae,,,,Pheidole,,clementensis,Pheidole clementensis,69410,,
21822906,3/25/19,3/25/19 0:00, ,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 12:33:48 UTC,2020-12-10 21:37:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21822906,https://inaturalist-open-data.s3.amazonaws.com/photos/34125757/medium.jpeg?1554456641, , , ,2,0,0,"Los Angeles County, CA, USA",32.82541397,-118.3597082,San Clemente,93,93, ,FALSE, , ,United States,Anthidium maculosum,,,,Anthophila,Megachilidae,,,,Anthidium,,maculosum,Anthidium maculosum,308703,,
21822907,2019/03/26 7:03 PM PDT,3/26/19 0:00,2019-03-27 02:03:00 UTC,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 12:33:48 UTC,2020-04-23 22:30:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21822907,https://inaturalist-open-data.s3.amazonaws.com/photos/34178266/medium.jpeg?1554524904, , ,From Ironwood litter,1,0,0,"Los Angeles County, CA, USA",32.87243903,-118.4359614,San Clemente,97,97, ,FALSE, , ,United States,Fire Ants,,,,,Formicidae,,,,Solenopsis,,,Solenopsis,67597,,
21829532,2019-03-21 4:17:27 PM PDT,3/21/19 0:00,2019-03-21 23:17:27 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-31 16:08:21 UTC,2020-04-23 18:20:46 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21829532,https://inaturalist-open-data.s3.amazonaws.com/photos/33818668/medium.jpg?1554048502, , ,Add to pollinators project,1,0,2,"Los Angeles County, US-CA, US",32.98282242,-118.5701599,San Clemente,0,0, ,FALSE,gps,gps,United States,Common Digger Bees,,,,Anthophila,Apidae,,,,Anthophora,,,Anthophora,57682,,
21830460,2019-03-23 3:53:23 PM PDT,3/23/19 0:00,2019-03-23 22:53:23 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-31 16:30:15 UTC,2020-04-23 18:20:21 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21830460,https://inaturalist-open-data.s3.amazonaws.com/photos/33820007/medium.jpeg?1554049817, , ,Add to pollinators project,1,0,2,"Los Angeles County, US-CA, US",32.8254509,-118.3653946,San Clemente,0,0, ,FALSE,gps,gps,United States,Ichneumonid and Braconid Wasps,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,47200,,
21830707,2019-03-23 11:42:02 AM PDT,3/23/19 0:00,2019-03-23 18:42:02 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-31 16:35:59 UTC,2020-09-08 04:16:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/21830707,https://inaturalist-open-data.s3.amazonaws.com/photos/33820352/medium.jpg?1554050165, , ,Add to pollinators project,3,0,2,"Los Angeles County, US-CA, US",32.82542801,-118.3652649,San Clemente,0,0, ,FALSE,gps,gps,United States,California Mountain-Digger Bee,,,,Anthophila,Apidae,,,,Habropoda,,depressa,Habropoda depressa,335697,,
21832623,2019-03-27 2:18:03 PM PDT,3/27/19 0:00,2019-03-27 21:18:03 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-31 17:05:19 UTC,2020-12-10 21:37:50 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/21832623,https://inaturalist-open-data.s3.amazonaws.com/photos/33822091/medium.jpg?1554051921, , ,Add to pollinators project,1,0,2,"Los Angeles County, US-CA, US",32.86848068,-118.49543,San Clemente,0,0, ,FALSE,gps,gps,United States,Anthidium,,,,Anthophila,Megachilidae,,,,Anthidium,,maculosum,Anthidium maculosum,308703,,
21833114,2019-03-28 5:53:46 AM PDT,3/28/19 0:00,2019-03-28 12:53:46 UTC,Pacific Time (US & Canada),34488,pileated,2019-03-31 17:16:28 UTC,2020-04-23 18:20:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/21833114,https://inaturalist-open-data.s3.amazonaws.com/photos/33822856/medium.jpeg?1554052593, , , ,1,0,2,"Unnamed Road, California, USA",32.99854852,-118.5528264,San Clemente,22,22, ,FALSE,gps,gps,United States,Ophion Wasps,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
