"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName"
"291","iNaturalist",3,2017,"Santa Cruz","Lepidoptera","Erebidae","Litocala","Litocala sexsignata"
"292","iNaturalist",6,2021,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa",
"293","iNaturalist",4,2019,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata"
"294","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"295","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"296","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"297","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"298","iNaturalist",6,2020,"Santa Cruz","Lepidoptera","Erebidae","Lophocampa","Lophocampa indistincta"
"299","iNaturalist",4,2017,"Santa Catalina","Lepidoptera","Erebidae",,
"300","iNaturalist",5,2016,"Santa Rosa","Lepidoptera","Erebidae",,
"301","iNaturalist",5,2012,"Santa Catalina","Lepidoptera","Erebidae",,
"302","iNaturalist",5,2018,"Santa Catalina","Lepidoptera","Erebidae","Orgyia",
"303","iNaturalist",4,2014,"Santa Catalina","Lepidoptera","Erebidae","Orgyia",
"304","iNaturalist",4,2019,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"305","iNaturalist",7,2019,"Anacapa","Lepidoptera","Erebidae","Orgyia",
"306","iNaturalist",5,2020,"Santa Cruz","Lepidoptera","Erebidae","Orgyia",
"307","iNaturalist",5,2021,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"308","iNaturalist",7,2020,"Anacapa","Lepidoptera","Erebidae","Orgyia",
"309","iNaturalist",5,2018,"Santa Catalina","Lepidoptera","Erebidae","Orgyia",
"310","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"311","iNaturalist",5,2015,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"312","iNaturalist",5,2021,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"313","iNaturalist",5,2021,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"314","iNaturalist",,,"Santa Rosa","Lepidoptera","Erebidae","Orgyia",
"315","iNaturalist",7,2020,"Anacapa","Lepidoptera","Erebidae","Orgyia",
"316","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"317","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"318","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"319","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"320","iNaturalist",,,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"321","iNaturalist",6,2020,"Anacapa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"322","iNaturalist",5,2018,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"323","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"324","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"325","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"326","iNaturalist",4,2018,"Santa Catalina","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta"
"327","iNaturalist",6,2015,"Santa Catalina","Lepidoptera","Erebidae","Pseudohemihyalea","Pseudohemihyalea edwardsii"
"328","iNaturalist",10,2010,"Santa Catalina","Lepidoptera","Erebidae","Pseudohemihyalea","Pseudohemihyalea edwardsii"
"329","iNaturalist",10,2012,"Santa Cruz","Lepidoptera","Erebidae","Pseudohemihyalea","Pseudohemihyalea edwardsii"
"330","iNaturalist",3,2016,"Santa Catalina","Lepidoptera","Erebidae","Pseudohemihyalea","Pseudohemihyalea edwardsii"
"331","iNaturalist",3,2020,"San Clemente","Lepidoptera","Erebidae","Pyrrharctia",
"332","iNaturalist",2,2020,"San Clemente","Lepidoptera","Erebidae","Pyrrharctia",
"333","iNaturalist",4,2021,"San Clemente","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella"
"334","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Erebidae",,
"335","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Erebidae",,
"336","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Erebidae",,
"337","iNaturalist",5,2018,"Santa Cruz","Lepidoptera","Erebidae",,
"338","iNaturalist",3,2019,"Santa Cruz","Lepidoptera","Erebidae",,
"339","iNaturalist",4,2018,"Santa Rosa","Lepidoptera","Erebidae",,
"340","iNaturalist",6,2020,"Santa Rosa","Lepidoptera","Erebidae",,
"341","iNaturalist",5,2021,"Santa Rosa","Lepidoptera","Erebidae",,
"342","iNaturalist",3,2017,"San Clemente","Lepidoptera","Erebidae",,
"343","iNaturalist",4,2019,"San Clemente","Lepidoptera","Erebidae",,
"344","iNaturalist",4,2011,"Santa Catalina","Lepidoptera","Erebidae",,
"345","iNaturalist",4,2019,"San Clemente","Lepidoptera","Erebidae",,
"346","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Erebidae",,
"347","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Erebidae",,
"348","iNaturalist",5,2021,"Santa Catalina","Lepidoptera","Erebidae",,
"349","iNaturalist",5,2012,"Santa Catalina","Lepidoptera","Erebidae","Zale",
"350","iNaturalist",7,2016,"Santa Catalina","Lepidoptera","Euteliidae","Paectes","Paectes declinata"
"351","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Agnippe",
"352","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Aproaerema","Aproaerema nigrella"
"353","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia callens"
"354","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia callens"
"355","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia callens"
"356","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia callens"
"357","iNaturalist",3,2018,"Santa Catalina","Lepidoptera","Gelechiidae","Aristotelia","Aristotelia callens"
"358","iNaturalist",7,2015,"Santa Catalina","Lepidoptera","Gelechiidae","Aroga",
"359","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Gelechiidae","Battaristis",
"360","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Gelechiidae","Battaristis",
"361","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Battaristis","Battaristis concinnusella"
"362","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Chionodes","Chionodes figurella"
"363","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Chionodes","Chionodes figurella"
"364","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes nanodella"
"365","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes nanodella"
"366","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes nanodella"
"367","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes nanodella"
"368","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes nanodella"
"369","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes trichostola"
"370","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Chionodes","Chionodes trichostola"
"371","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae",,
"372","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae",,
"373","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae",,
"374","iNaturalist",6,2021,"Santa Cruz","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema baccharisella"
"375","iNaturalist",7,2021,"Santa Rosa","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema baccharisella"
"376","iNaturalist",8,2019,"Santa Cruz","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema baccharisella"
"377","iNaturalist",5,2021,"Santa Rosa","Lepidoptera","Gelechiidae","Gnorimoschema","Gnorimoschema baccharisella"
"378","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Helcystogramma","Helcystogramma badia"
"379","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Isophrictis",
"380","iNaturalist",10,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Prolita",
"381","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Gelechiidae","Pseudochelaria","Pseudochelaria scabrella"
"382","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Symmetrischema","Symmetrischema striatella"
"383","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Symmetrischema","Symmetrischema striatella"
"384","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Gelechiidae","Symmetrischema","Symmetrischema tangolias"
"385","iNaturalist",,,"Santa Catalina","Lepidoptera","Gelechiidae","Symmetrischema","Symmetrischema tangolias"
"386","iNaturalist",7,2021,"San Clemente","Lepidoptera","Geometridae","Archirhoe",
"387","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Archirhoe","Archirhoe neomexicana"
"388","iNaturalist",4,2021,"Santa Catalina","Lepidoptera","Geometridae","Archirhoe","Archirhoe neomexicana"
"389","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Geometridae",,
"390","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"391","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"392","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"393","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"394","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"395","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"396","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae",,
"397","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Geometridae",,
"398","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Chlorochlamys",
"399","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Chlorochlamys",
"400","iNaturalist",8,2019,"San Clemente","Lepidoptera","Geometridae","Chlorochlamys",
"401","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Chlorochlamys","Chlorochlamys appellaria"
"402","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Chlorochlamys","Chlorochlamys appellaria"
"403","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Chlorochlamys","Chlorochlamys appellaria"
"404","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae","Cyclophora","Cyclophora nanaria"
"405","iNaturalist",8,2020,"Santa Catalina","Lepidoptera","Geometridae","Cyclophora","Cyclophora nanaria"
"406","iNaturalist",9,2018,"Santa Catalina","Lepidoptera","Geometridae","Dichorda",
"407","iNaturalist",8,2019,"San Clemente","Lepidoptera","Geometridae","Dichorda",
"408","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae","Dichorda",
"409","iNaturalist",5,2016,"San Clemente","Lepidoptera","Geometridae","Dichorda",
"410","iNaturalist",10,2012,"Santa Cruz","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"411","iNaturalist",4,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"412","iNaturalist",9,2017,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"413","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"414","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"415","iNaturalist",4,2019,"Santa Cruz","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"416","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"417","iNaturalist",4,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"418","iNaturalist",4,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"419","iNaturalist",7,2018,"San Clemente","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"420","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"421","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"422","iNaturalist",8,2018,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"423","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"424","iNaturalist",5,2020,"San Clemente","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"425","iNaturalist",,,"San Clemente","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"426","iNaturalist",8,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"427","iNaturalist",1,2020,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"428","iNaturalist",7,2019,"Santa Catalina","Lepidoptera","Geometridae","Dichorda","Dichorda illustraria"
"429","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Digrammia","Digrammia californiaria"
"430","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Digrammia","Digrammia colorata"
"431","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Digrammia","Digrammia neptaria"
"432","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Disclisioprocta","Disclisioprocta stellata"
"433","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae","Dysstroma",
"434","iNaturalist",4,2019,"Santa Cruz","Lepidoptera","Geometridae",,
"435","iNaturalist",6,2019,"San Nicolas","Lepidoptera","Geometridae",,
"436","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"437","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"438","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"439","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"440","iNaturalist",12,2018,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"441","iNaturalist",5,2019,"Santa Rosa","Lepidoptera","Geometridae","Eupithecia",
"442","iNaturalist",3,2018,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"443","iNaturalist",3,2010,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"444","iNaturalist",6,2017,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"445","iNaturalist",5,2019,"Santa Catalina","Lepidoptera","Geometridae","Eupithecia",
"446","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Geometridae","Eupithecia","Eupithecia subapicata"
"447","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"448","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae",,
"449","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"450","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"451","iNaturalist",5,2017,"Santa Cruz","Lepidoptera","Geometridae","Eusarca","Eusarca falcata"
"452","iNaturalist",7,2017,"Santa Catalina","Lepidoptera","Geometridae",,
"453","iNaturalist",3,2020,"Santa Catalina","Lepidoptera","Geometridae",,
"454","iNaturalist",3,2021,"Santa Rosa","Lepidoptera","Geometridae",,
"455","iNaturalist",5,2016,"San Clemente","Lepidoptera","Geometridae",,
"456","iNaturalist",,,"San Clemente","Lepidoptera","Geometridae",,
"457","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"458","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"459","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae",,
"460","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae",,
"461","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae",,
"462","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"463","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"464","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"465","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae",,
"466","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae",,
"467","iNaturalist",12,2020,"San Clemente","Lepidoptera","Geometridae",,
"468","iNaturalist",5,2017,"Santa Cruz","Lepidoptera","Geometridae",,
"469","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Geometridae",,
"470","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Geometridae",,
"471","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"472","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"473","iNaturalist",4,2019,"Santa Cruz","Lepidoptera","Geometridae",,
"474","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae",,
"475","iNaturalist",2,2019,"San Nicolas","Lepidoptera","Geometridae",,
"476","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"477","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"478","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae",,
"479","iNaturalist",2,2019,"Santa Cruz","Lepidoptera","Geometridae","Hydriomena",
"480","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"481","iNaturalist",3,2021,"San Clemente","Lepidoptera","Geometridae",,
"482","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"483","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"484","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"485","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Idaea","Idaea eremiata"
"486","iNaturalist",7,2015,"Santa Cruz","Lepidoptera","Geometridae","Idaea","Idaea eremiata"
"487","iNaturalist",7,2014,"Santa Catalina","Lepidoptera","Geometridae","Iridopsis","Iridopsis fragilaria"
"488","iNaturalist",,,"San Clemente","Lepidoptera","Geometridae",,
"489","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"490","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"491","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"492","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae",,
"493","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae",,
"494","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"495","iNaturalist",3,2019,"San Clemente","Lepidoptera","Geometridae",,
"496","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae",,
"497","iNaturalist",6,2016,"San Clemente","Lepidoptera","Geometridae",,
"498","iNaturalist",4,2016,"San Clemente","Lepidoptera","Geometridae",,
"499","iNaturalist",5,2016,"San Clemente","Lepidoptera","Geometridae",,
"500","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"501","iNaturalist",5,2020,"San Clemente","Lepidoptera","Geometridae",,
"502","iNaturalist",5,2020,"San Clemente","Lepidoptera","Geometridae",,
"503","iNaturalist",3,2021,"San Clemente","Lepidoptera","Geometridae",,
"504","iNaturalist",3,2021,"San Clemente","Lepidoptera","Geometridae",,
"505","iNaturalist",3,2021,"San Clemente","Lepidoptera","Geometridae",,
"506","iNaturalist",3,2021,"San Clemente","Lepidoptera","Geometridae",,
"507","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Geometridae",,
"508","iNaturalist",4,2019,"Santa Cruz","Lepidoptera","Geometridae",,
"509","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"510","iNaturalist",5,2019,"San Clemente","Lepidoptera","Geometridae",,
"511","iNaturalist",11,2019,"San Nicolas","Lepidoptera","Geometridae",,
"512","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"513","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"514","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"515","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"516","iNaturalist",6,2019,"San Clemente","Lepidoptera","Geometridae","Macaria","Macaria marcescaria"
"517","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"518","iNaturalist",,,"Santa Catalina","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"519","iNaturalist",7,2020,"San Clemente","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"520","iNaturalist",4,2018,"Santa Cruz","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"521","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae","Nemoria","Nemoria leptalea"
"522","iNaturalist",8,2020,"San Clemente","Lepidoptera","Geometridae","Perizoma",
"523","iNaturalist",4,2019,"San Clemente","Lepidoptera","Geometridae","Perizoma",
