kingdom,phylum,class,order,Family_5,scientificName,sciname_3,count,assign_by_island,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hemizonia increscens subsp. increscens,Deinandra increscens subsp. increscens,2,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Delairea odorata,Delairea odorata,10,NA,Keep,NA,1,NA,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio mikanioides,Delairea odorata,2,NA,Keep,NA,1,NA,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Encelia californica,Encelia californica,235,NA,Keep,NA,NA,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria ericoides,Ericameria ericoides,7,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ericameria palmeri var. pachylepis,Ericameria palmeri var. pachylepis,17,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conyza bonariensis,Erigeron bonariensis,13,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron bonariensis,Erigeron bonariensis,63,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conyza canadensis,Erigeron canadensis,22,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron canadensis,Erigeron canadensis,62,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron foliosus,Erigeron foliosus var. foliosus,23,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron foliosus var. foliosus,Erigeron foliosus var. foliosus,87,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron foliosus var. stenophyllus,Erigeron foliosus var. foliosus,13,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron glaucus,Erigeron glaucus,220,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron sanctarum,Erigeron sanctarum,13,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conyza floribunda,Erigeron sumatrensis,1,NA,Keep,1,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum confertiflorum,Eriophyllum confertiflorum var. confertiflorum,223,NA,Keep,1,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum confertiflorum var. confertiflorum,Eriophyllum confertiflorum var. confertiflorum,147,NA,Keep,1,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum staechadifolium,Eriophyllum staechadifolium,109,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum staechadifolium var. artemisiifolium,Eriophyllum staechadifolium,1,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum staechadifolium var. depressum,Eriophyllum staechadifolium,3,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eriophyllum stoechadifolium,Eriophyllum staechadifolium,2,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster radulinus,Eurybia radulina,4,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eurybia radulina,Eurybia radulina,20,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Euthamia occidentalis,Euthamia occidentalis,8,NA,Keep,NA,NA,NA,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gamochaeta ustulata,Gamochaeta ustulata,132,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum coronarium,Glebionis coronaria,10,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium palustre,Gnaphalium palustre,87,NA,Keep,NA,NA,1,NA,NA,1,1,1
NA,NA,NA,NA,Asteraceae,NA,Grindelia camporum,NA,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia camporum,Grindelia hirsutula,11,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia camporum var. bracteosa,Grindelia hirsutula,4,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia hirsutula,Grindelia hirsutula,62,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia latifolia,Grindelia hirsutula,9,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia latifolia subsp. platyphylla,Grindelia hirsutula,2,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia robusta,Grindelia hirsutula,4,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia stricta var. platyphylla,Grindelia hirsutula,17,NA,Keep,NA,1,NA,NA,NA,1,NA,NA
NA,NA,NA,NA,Asteraceae,NA,Grindelia stricta var. platyphylla,NA,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus canus,Hazardia cana,5,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia cana,Hazardia cana,89,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus detonsus,Hazardia detonsa,10,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia detonsa,Hazardia detonsa,272,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus squarrosus subsp. grindelioides,Hazardia squarrosa var. grindelioides,3,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia squarrosa,Hazardia squarrosa var. grindelioides,21,NA,Keep,1,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hazardia squarrosa var. grindelioides,Hazardia squarrosa var. grindelioides,116,NA,Keep,1,1,1,1,NA,NA,NA,1
NA,NA,NA,NA,Asteraceae,NA,Hedypnois cretica,NA,NA,Keep,NA,NA,NA,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium puberulum,Helenium puberulum,9,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus annuus,Helianthus annuus,32,NA,Keep,NA,NA,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus annuus subsp. lenticularis,Helianthus annuus,2,NA,Keep,NA,NA,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helminthotheca echioides,Helminthotheca echioides,46,NA,Keep,NA,NA,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Picris echioides,Helminthotheca echioides,12,NA,Keep,NA,NA,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hesperevax sparsiflora,Hesperevax sparsiflora,4,NA,Keep,NA,1,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca grandiflora,Heterotheca grandiflora,157,NA,Keep,NA,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium argutum,Hieracium argutum,66,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium argutum var. argutum,Hieracium argutum,1,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris glabra,Hypochaeris glabra,134,NA,Keep,1,1,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris radicata,Hypochaeris radicata,11,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus venetus subsp. oxyphyllus,Isocoma menziesii,1,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus venetus subsp. vernonioides,Isocoma menziesii,1,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Haplopappus venetus var. sedoides,Isocoma menziesii,2,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma menziesii,Isocoma menziesii,262,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma menziesii var. decumbens,Isocoma menziesii,10,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma menziesii var. menziesii,Isocoma menziesii,69,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma menziesii var. sedoides,Isocoma menziesii,96,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma menziesii var. vernonioides,Isocoma menziesii,119,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Isocoma veneta var. sedoides,Isocoma menziesii,2,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jaumea carnosa,Jaumea carnosa,80,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca saligna,Lactuca saligna,90,NA,Keep,1,1,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca serriola,Lactuca serriola,118,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conyza coulteri,Laennecia coulteri,6,NA,Keep,NA,1,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Laennecia coulteri,Laennecia coulteri,14,NA,Keep,NA,1,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia californica,Lasthenia glabrata subsp. coulteri,125,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia californica subsp. californica,Lasthenia glabrata subsp. coulteri,1,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia chrysostoma,Lasthenia glabrata subsp. coulteri,4,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia glabrata,Lasthenia glabrata subsp. coulteri,1,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia glabrata subsp. coulteri,Lasthenia glabrata subsp. coulteri,10,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lasthenia gracilis,Lasthenia gracilis,425,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia platyglossa,Layia platyglossa,288,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia platyglossa subsp. campestris,Layia platyglossa,55,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Layia platyglossa subsp. platyglossa,Layia platyglossa,32,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidospartum squamatum,Lepidospartum squamatum,29,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Coreopsis gigantea,Leptosyne gigantea,425,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leptosyne gigantea,Leptosyne gigantea,124,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago arizonica,Logfia arizonica,30,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Logfia arizonica,Logfia arizonica,74,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago californica,Logfia filaginoides,71,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Logfia californica,Logfia filaginoides,14,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Logfia filaginoides,Logfia filaginoides,168,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Filago gallica,Logfia gallica,14,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Logfia gallica,Logfia gallica,81,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia exigua,Madia exigua,133,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia gracilis,Madia gracilis,87,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Madia sativa,Madia sativa,59,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix clevelandii,Malacothrix clevelandii,7,NA,Keep,NA,1,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix coulteri,Malacothrix coulteri,7,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix foliosa,Malacothrix foliosa,139,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix foliosa subsp. crispifolia,Malacothrix foliosa subsp. crispifolia,12,NA,Keep,NA,NA,NA,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix foliosa subsp. foliosa,Malacothrix foliosa subsp. foliosa,55,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix foliosa subsp. philbrickii,Malacothrix foliosa subsp. philbrickii,53,NA,Keep,NA,NA,NA,NA,1,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix foliosa subsp. polycephala,Malacothrix foliosa subsp. polycephala,74,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix polycephala,Malacothrix foliosa subsp. polycephala,9,NA,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix incana,Malacothrix incana,202,NA,Keep,1,1,NA,NA,NA,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix incana var. succulenta,Malacothrix incana,1,NA,Keep,1,1,NA,NA,NA,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix indecora,Malacothrix indecora,18,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix junakii,Malacothrix junakii,4,NA,Keep,NA,NA,NA,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix saxatilis,Malacothrix saxatilis,98,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix implicata,Malacothrix saxatilis var. implicata,2,NA,Keep,1,1,1,1,1,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix saxatilis var. implicata,Malacothrix saxatilis var. implicata,263,NA,Keep,1,1,1,1,1,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix saxatilis var. tenuifolia,Malacothrix saxatilis var. tenuifolia,88,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix similis,Malacothrix similis,1,NA,Keep,1,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix squalida,Malacothrix squalida,14,NA,Keep,NA,NA,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria discoidea,Matricaria discoidea,34,NA,Keep,NA,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria matricarioides,Matricaria discoidea,17,NA,Keep,NA,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria occidentalis,Matricaria occidentalis,2,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bombycilaena californica,Micropus californicus var. californicus,4,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Micropus californicus,Micropus californicus var. californicus,34,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Micropus californicus var. californicus,Micropus californicus var. californicus,59,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris douglasii,Microseris douglasii,82,NA,Keep,NA,NA,NA,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris douglasii subsp. douglasii,Microseris douglasii subsp. douglasii,20,NA,Keep,NA,NA,NA,NA,NA,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris douglasii subsp. platycarpha,Microseris douglasii subsp. platycarpha,43,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris douglasii var. platycarpha,Microseris douglasii subsp. platycarpha,4,NA,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris douglasii subsp. tenella,Microseris douglasii subsp. tenella,11,NA,Keep,1,1,1,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Microseris elegans,Microseris elegans,27,NA,Keep,1,NA,1,NA,NA,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Munzothamnus blairii,Munzothamnus blairii,104,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Stephanomeria blairii,Munzothamnus blairii,27,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pentachaeta lyonii,Pentachaeta lyonii,7,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Perityle emoryi,Perityle emoryi,315,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea odorata,Pluchea odorata var. odorata,35,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea odorata var. odorata,Pluchea odorata var. odorata,20,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea purpurascens,Pluchea odorata var. odorata,1,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea sericea,Pluchea sericea,18,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium beneolens,Pseudognaphalium beneolens,4,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium beneolens,Pseudognaphalium beneolens,25,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium bicolor,Pseudognaphalium biolettii,87,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium biolettii,Pseudognaphalium biolettii,296,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium californicum,Pseudognaphalium californicum,37,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium californicum,Pseudognaphalium californicum,153,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium canescens,Pseudognaphalium canescens,7,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium luteoalbum,Pseudognaphalium luteoalbum,47,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,123,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium canescens subsp. microcephalum,Pseudognaphalium microcephalum,2,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium microcephalum,Pseudognaphalium microcephalum,20,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium microcephalum,Pseudognaphalium microcephalum,95,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium ramosissimum,Pseudognaphalium ramosissimum,2,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium ramosissimum,Pseudognaphalium ramosissimum,14,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium chilense,Pseudognaphalium stramineum,51,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium stramineum,Pseudognaphalium stramineum,5,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium stramineum,Pseudognaphalium stramineum,195,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psilocarphus brevissimus,Psilocarphus brevissimus var. brevissimus,5,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psilocarphus brevissimus var. brevissimus,Psilocarphus brevissimus var. brevissimus,2,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psilocarphus tenellus,Psilocarphus tenellus,83,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psilocarphus tenellus var. tenellus,Psilocarphus tenellus,4,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria paludosa,Pulicaria paludosa,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rafinesquia californica,Rafinesquia californica,142,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio aphanactis,Senecio aphanactis,17,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio douglasii,Senecio flaccidus var. douglasii,1,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio flaccidus,Senecio flaccidus var. douglasii,3,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio flaccidus var. douglasii,Senecio flaccidus var. douglasii,67,NA,Keep,NA,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erechtites glomerata,Senecio glomeratus,2,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio glomeratus,Senecio glomeratus,58,NA,Keep,1,1,1,NA,NA,NA,NA,NA
