kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,assign by island,needs review,MASTER_ELIM,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos crustacea subsp. insulicola,arctostaphylos crustacea subsp. insulicola,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos crustacea subsp. subcordata,arctostaphylos crustacea subsp. subcordata,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos diversifolia,comarostaphylis diversifolia subsp. planifolia,,,KEEP,4,,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos glandulosa,arctostaphylos glandulosa,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos glandulosa subsp. glandulosa,arctostaphylos crustacea subsp. crustacea,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos glandulosa var. campbelliae,arctostaphylos crustacea subsp. crustacea,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos insularis,arctostaphylos insularis,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos insularis f. pubescens,arctostaphylos insularis,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos insularis var. pubescens,arctostaphylos insularis,,,KEEP,1,,,1,,,,,
,,,,,arctostaphylos insularis x tomentosa,,,Yes,,0,,,,,,,,
,,,,,arctostaphylos nissenana,arctostaphylos nissenana,,,ELIM,0,,,,,,,,
,,,,,arctostaphylos pechoensis,arctostaphylos pechoensis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos pechoensis var. viridissima,arctostaphylos viridissima,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos subcordata,arctostaphylos crustacea subsp. insulicola,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa,arctostaphylos tomentosa,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa subsp. crinita,arctostaphylos crustacea subsp. crinita,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa subsp. insulicola,arctostaphylos crustacea subsp. insulicola,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa subsp. subcordata,arctostaphylos crustacea subsp. subcordata,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos tomentosa subsp. tomentosa,arctostaphylos tomentosa subsp. tomentosa,,,Problem - check if keep,0,,,,,,,,
,,,,,arctostaphylos tomentosa x confertiflora,,,Yes,,0,,,,,,,,
,,,,,arctostaphylos tomentosa x viridissima,,,Yes,,0,,,,,,,,
,,,,,arctostaphylos uva suborbiculata,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,arctostaphylos viridissima,arctostaphylos viridissima,,,KEEP,1,,,1,,,,,
,,,,,arctotis venusta,,,Yes,,0,,,,,,,,
,,,,,arenaria congesta,eremogone congesta,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,arenaria douglasii,minuartia douglasii,,,KEEP,4,,1,1,,,,1,1
,,,,,argemone gracilenta,argemone gracilenta,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida adscencionis,aristida adscensionis,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida adscensionis,aristida adscensionis,,,KEEP,4,,1,1,,,,1,1
,,,,,aristida divaricata,aristida divaricata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida hamulosa,aristida ternipes var. gentilis,,,KEEP,1,,,1,,,,,
,,,,,aristida purpurea var. parishii,aristida purpurea var. parishii,,,ELIM,0,,,,,,,,
,,,,,aristida repens,aristida repens,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida ternipes,aristida ternipes var. gentilis,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida ternipes var. gentilis,aristida ternipes var. gentilis,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,aristida ternipes var. hamulosa,aristida ternipes var. gentilis,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,armeria maritima,armeria maritima subsp. californica,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,armeria maritima subsp. californica,armeria maritima subsp. californica,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia californica,artemisia californica,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia douglasiana,artemisia douglasiana,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia dracunculus,artemisia dracunculus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia nesiotica,artemisia nesiotica,,,KEEP,3,,,,,1,1,1,
,,,,,artemisia suksdorfii,artemisia suksdorfii,,,ELIM,0,,,,,,,,
,,,,,artemisia tridentata,artemisia tridentata,,,ELIM,0,,,,,,,,
,,,,,artemisia vulgaris,artemisia vulgaris,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,artemisia vulgaris subsp. heterophylla,artemisia douglasiana,,,KEEP,3,,1,1,,,,,1
,,,,,arthroceras subterminale,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,arthrocnemum subterminale,arthrocnemum subterminale,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,arundo donax,arundo donax,,,KEEP,4,,1,1,,,1,,1
,,,,,arundo donax var. versicolor,arundo donax f. versicolor,,,ELIM,0,,,,,,,,
,,,,,asclepias curassavica,asclepias curassavica,,,ELIM,0,,,,,,,,
,,,,,asclepias erosa,asclepias erosa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,asclepias fascicularis,asclepias fascicularis,,,KEEP,3,,1,1,,,,,1
,,,,,asclepias subulata,asclepias subulata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,asparagus asparagoides,asparagus asparagoides,,,KEEP,2,,,,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,asparagus officinalis,asparagus officinalis subsp. officinalis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asparagaceae,asparagus officinalis subsp. officinalis,asparagus officinalis subsp. officinalis,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Asphodelaceae,asphodelus fistulosus,asphodelus fistulosus,,,KEEP,1,,,,,,,1,
,,,,,aspidium rigidum var. argutum,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,aspidotis californica,aspidotis californica,,,KEEP,2,,,1,,,,,1
,,,,,asplenium adiantum-nigrum,asplenium adiantum-nigrum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,aster chilensis,symphyotrichum chilense,,,KEEP,2,,1,1,,,,,
,,,,,aster exilis,symphyotrichum subulatum var. ligulatum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,aster radulinus,eurybia radulina,,,KEEP,2,,1,1,,,,,
,,,,,aster subulatus var. ligulatus,symphyotrichum subulatum var. ligulatum,,,ELIM,0,,,,,,,,
,,,,,astragalus arthurii,astragalus arthurii,,,ELIM,0,,,,,,,,
,,,,,astragalus asymmetricus,astragalus asymmetricus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus capillipes,astragalus trichopodus var. trichopodus,,,KEEP,1,,,,,,,,1
,,,,,astragalus coccineus,astragalus coccineus,,,ELIM,0,,,,,,,,
,,,,,astragalus crotalariae,astragalus crotalariae,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus curtipes,astragalus curtipes,,,KEEP,2,1,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus didymocarpus,astragalus didymocarpus var. didymocarpus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus didymocarpus var. didymocarpus,astragalus didymocarpus var. didymocarpus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus didymocarpus var. dispermus,astragalus didymocarpus var. didymocarpus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus gambelianus,astragalus gambelianus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus,astragalus lentiginosus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. borreganus,astragalus lentiginosus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. coachellae,astragalus lentiginosus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus lentiginosus var. nigricalycis,astragalus lentiginosus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus leucolobus,astragalus leucolobus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus magdalenae var. peirsonii,astragalus magdalenae var. peirsonii,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus miguelensis,astragalus miguelensis,,,KEEP,5,1,1,1,1,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus molybdenus,astragalus molybdenus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus nevinii,astragalus nevinii,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus nutans,astragalus nutans,,,Problem - check if keep,0,,,,,,,,
,,,,,astragalus nuttallianus,astragalus nuttallianus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus nuttallii,astragalus nuttallii,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus palmeri,astragalus palmeri,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus pomonensis,astragalus pomonensis,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus traskiae,astragalus traskiae,,,KEEP,2,,,,,1,1,,
,,,,,astragalus tribuloides,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus,astragalus trichopodus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus leucopsis,astragalus trichopodus var. lonchus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus subsp. leucopsis,astragalus trichopodus var. lonchus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus var. lonchus,astragalus trichopodus var. lonchus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus var. phoxus,astragalus trichopodus var. phoxus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,astragalus trichopodus var. trichopodus,astragalus trichopodus var. trichopodus,,,KEEP,1,,,,,,,,1
,,,,,athyrium asplenioides,athyrium asplenioides,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,athyrium filix-femina,athyrium filix-femina var. cyclosorum,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,athyrium filix-femina subsp. cyclosorum,athyrium filix-femina var. cyclosorum,,,KEEP,2,,1,1,,,,,
,,,,,athyrium filix-femina var. californicum,athyrium filix-femina var. californicum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,athyrium filix-femina var. cyclosorum,athyrium filix-femina var. cyclosorum,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,athyrium filix-femina var. sitchense,athyrium filix-femina var. cyclosorum,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,athysanus pusillus,athysanus pusillus,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex argentea,atriplex argentea var. expansa,,,KEEP,5,,1,1,,,1,1,1
,,,,,atriplex argentea subsp. argentea,atriplex argentea subsp. argentea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex argentea subsp. expansa,atriplex argentea var. expansa,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex argentea var. expansa,atriplex argentea var. expansa,,,KEEP,5,,1,1,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex argentea var. mohavensis,atriplex argentea var. expansa,,,KEEP,5,,1,1,,,1,1,1
,,,,,atriplex barclayana,atriplex barclayana,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex breweri,atriplex lentiformis,,,KEEP,5,,,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex californica,extriplex californica,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex canescens,atriplex canescens,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex coulteri,atriplex coulteri,,,KEEP,6,1,1,1,1,,,1,1
,,,,,atriplex hastata,atriplex hastata,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex lentiformis,atriplex lentiformis,,,KEEP,5,,,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex lentiformis subsp. breweri,atriplex lentiformis,,,KEEP,5,,,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex lentiformis subsp. lentiformis,atriplex lentiformis,,,KEEP,5,,,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex leucophylla,atriplex leucophylla,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex pacifica,atriplex pacifica,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex parishii,atriplex parishii,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex patula subsp. hastata,atriplex prostrata,,,KEEP,4,1,,1,,,1,,1
,,,,,atriplex polycarpa,atriplex polycarpa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex prostrata,atriplex prostrata,,,KEEP,4,1,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex rosea,atriplex rosea,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex semibaccata,atriplex semibaccata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex serenana,atriplex serenana,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex serenana var. davidsonii,atriplex serenana var. davidsonii,,,KEEP,2,,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex serenana var. serenana,atriplex serenana var. serenana,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex suberecta,atriplex suberecta,,,KEEP,2,,,,1,,,,1
,,,,,atriplex subspicata,atriplex dioica,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex triangularis,atriplex prostrata,,,KEEP,4,1,,1,,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex watsonii,atriplex watsonii,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,audibertia stachyoides var. revoluta,salvia brandegeei,,Check - Josie supplied name,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,avena barbata,avena barbata,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,avena fatua,avena fatua,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,avena sativa,avena sativa,,,KEEP,4,,1,1,,,,1,1
,,,,,avena sterilis,avena sterilis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Polypodiopsida,Salviniales,Azollaceae,azolla filiculoides,azolla filiculoides,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis douglasii,baccharis glutinosa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis emoryi,baccharis salicina,,,KEEP,3,,,,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis glutinosa,baccharis glutinosa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis pilularis,baccharis pilularis subsp. consanguinea,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis pilularis subsp. consanguinea,baccharis pilularis subsp. consanguinea,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,baccharis pilularis subsp. pilularis,baccharis pilularis subsp. pilularis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis plummerae,baccharis plummerae subsp. plummerae,,,KEEP,2,,,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis plummerae subsp. plummerae,baccharis plummerae subsp. plummerae,,,KEEP,2,,,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis salicifolia,baccharis salicifolia,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis salicifolia subsp. salicifolia,baccharis salicifolia,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis salicina,baccharis salicina,,,KEEP,3,,,,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,baccharis sarothroides,baccharis sarothroides,,,KEEP,1,,,,,,,,1
,,,,,baeria chrysostoma subsp. hirsutula,baeria chrysostoma subsp. hirsutula,,,ELIM,0,,,,,,,,
,,,,,baeria hirsutula,baeria hirsutula,,,ELIM,0,,,,,,,,
,,,,,baeria palmeri clementina,,,Yes,,0,,,,,,,,
,,,,,bahiopsis deltoidea,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,bassia hyssopifolia,bassia hyssopifolia,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Bataceae,batis maritima,batis maritima,,,KEEP,2,,,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,beaucarnea recurvata,beaucarnea recurvata,,,Problem - check if keep,0,,,,,,,,
,,,,,bebbia juncea var. juncea,bebbia juncea var. juncea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,berberis pinnata,berberis pinnata subsp. insularis,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,berberis pinnata subsp. insularis,berberis pinnata subsp. insularis,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,bergerocactus emoryi,bergerocactus emoryi,,,KEEP,2,,,,,,,1,1
,,,,,bernardia viridis,bernardia viridis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,berula erecta,berula erecta,,,KEEP,3,1,,1,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,berula incisa,berula erecta,,,KEEP,3,1,,1,,,1,,
,,,,,beta macrocarpa,beta vulgaris subsp. vulgaris,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,beta maritima,beta vulgaris subsp. maritima,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,beta vulgaris,beta vulgaris subsp. maritima,,,KEEP,6,1,1,1,1,,,1,1
,,,,,beta vulgaris subsp. macrocarpa,beta vulgaris subsp. vulgaris,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,beta vulgaris subsp. maritima,beta vulgaris subsp. maritima,,,KEEP,6,1,1,1,1,,,1,1
,,,,,beta vulgaris subsp. vulgaris,beta vulgaris subsp. vulgaris,,,ELIM,0,,,,,,,,
,,,,,billardiera heterophylla,billardiera heterophylla,,,ELIM,0,,,,,,,,
,,,,,bituminaria bituminosa,bituminaria bituminosa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,blennosperma nanum,blennosperma nanum var. nanum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,blennosperma nanum var. nanum,blennosperma nanum var. nanum,,,KEEP,1,,,1,,,,,
,,,,,blitum californicum,,,Yes,,0,,,,,,,,
,,,,,bloomeria aurea,bloomeria crocea var. aurea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,bloomeria crocea,bloomeria crocea var. crocea,,,KEEP,3,,1,1,,,,,1
,,,,,bloomeria crocea var. aurea,bloomeria crocea var. aurea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,bloomeria crocea var. crocea,bloomeria crocea var. crocea,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,boechera hoffmannii,boechera hoffmannii,,,KEEP,2,,1,1,,,,,
,,,,,bolboschoenus maritimus,bolboschoenus maritimus subsp. paludosus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,bolboschoenus maritimus subsp. paludosus,bolboschoenus maritimus subsp. paludosus,,,KEEP,3,1,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,bolboschoenus robustus,bolboschoenus robustus,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,bombycilaena californica,micropus californicus var. californicus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bothriochloa barbinodis,bothriochloa barbinodis,,,KEEP,1,,,,,,,,1
,,,,,bothriochloa laguroides subsp. torreyana,bothriochloa laguroides var. torreyana,,,ELIM,0,,,,,,,,
,,,,,bourreria sonorae,,,Yes,,0,,,,,,,,
,,,,,bouteloua disticha,bouteloua disticha,,,ELIM,0,,,,,,,,
,,,,,bouteloua reflexa,bouteloua reflexa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,bowlesia incana,bowlesia incana,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,brachypodium distachyon,brachypodium distachyon,,,KEEP,4,,,1,,,1,1,1
,,,,,brachypodium hybridum,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica geniculata,hirschfeldia incana,,,KEEP,6,1,1,1,,,1,1,1
,,,,,brassica juncea,brassica juncea,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica kaber,sinapis arvensis,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica nigra,brassica nigra,,,KEEP,7,,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica rapa,brassica rapa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica rapa var. rapa,brassica rapa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica tournefortii,brassica tournefortii,,,KEEP,2,,,,,,1,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,brickellia californica,brickellia californica,,,KEEP,5,,1,1,1,,,1,1
,,,,,brickellia incana,brickellia incana,,,ELIM,0,,,,,,,,
,,,,,briza maxima,briza maxima,,,ELIM,0,,,,,,,,
