locality_latlong,Freq,island,latitude,longitude,locality,year,taxa
34.03972-120.37543,1,San Miguel,34.03972,-120.37543,San Miguel Island,1970,hymenoptera
34.04-119.844,2,Santa Cruz,34.04,-119.844,"Santa Cruz Island, 2 mi W. Stanton Ranch",1985,hymenoptera
34.04-120.38,121,San Miguel,34.04,-120.38,San Miguel Island,1978,hymenoptera
34.04-120.387,2,San Miguel,34.04,-120.387,"San Miguel Island, Green Mountain",1978,hymenoptera
34.04014-120.38722,1,San Miguel,34.04014,-120.38722,"San Miguel I., Green Mtn.",2015,hymenoptera
34.0402794-119.8437386,19,Santa Cruz,34.0402794,-119.8437386,"Santa Cruz Island, Canada Cervada, c. 1 mi E. of Christi Ranch",1975,hymenoptera
34.0402794-119.8437386,19,Santa Cruz,34.0402794,-119.8437386,"Santa Cruz Island, Islay Canyon",1970,hymenoptera
34.04028-119.84374,9,Santa Cruz,34.04028,-119.84374,"Santa Cruz Is., Ridge Rd., from W. Pine Forest to ridge above airfield",1992,hymenoptera
34.04028-119.84374,9,Santa Cruz,34.04028,-119.84374,Santa Cruz Island,1919,hymenoptera
34.040282-119.843741,1,Santa Cruz,34.040282,-119.843741,Santa Cruz Island; west end of Island; 34.040282 -119.843741,1989,hymenoptera
34.040289-120.373582,6,San Miguel,34.040289,-120.373582,San Miguel Island; near airstrip,1978,hymenoptera
34.040289-120.373582,6,San Miguel,34.040289,-120.373582,San Miguel Island,1999,hymenoptera
34.040289-120.373582,6,San Miguel,34.040289,-120.373582,San Miguel Island; Bruce Canyon,1999,hymenoptera
34.040289-120.419587,2,San Miguel,34.040289,-120.419587,San Miguel Island; west end dune fields,1978,hymenoptera
34.040924-120.415957,6,San Miguel,34.040924,-120.415957,San Miguel Island West End; 34.040924 -120.415957,1978,hymenoptera
34.040924-120.415957,6,San Miguel,34.040924,-120.415957,San Miguel Island West End,1978,hymenoptera
34.041-120.32,1,San Miguel,34.041,-120.32,"San Miguel Island, Bay Point Slope",1970,hymenoptera
34.041777-120.407546,3,San Miguel,34.041777,-120.407546,"San Miguel Island, West end",1978,hymenoptera
34.041777-120.407546,3,San Miguel,34.041777,-120.407546,"San Miguel Island, West end; 34.041777 -120.407546",1978,hymenoptera
34.0432-120.3728,1,San Miguel,34.0432,-120.3728,"San Miguel, San Miguel Island",1932,hymenoptera
34.0437-120.3543,2,San Miguel,34.0437,-120.3543,"San Miguel Island; CINP, Nidever Canyon",2009,hymenoptera
34.044-120.354,17,San Miguel,34.044,-120.354,"San Miguel Island, Nidever Canyon",1987,hymenoptera
34.044465-120.351337,4,San Miguel,34.044465,-120.351337,San Miguel Island; Cuyler Harbor,1979,hymenoptera
34.044465-120.351337,4,San Miguel,34.044465,-120.351337,San Miguel Island; Cuyler Harbor area; 34.047025 -120.355629,1979,hymenoptera
34.044982-119.725853,7,Santa Cruz,34.044982,-119.725853,Santa Cruz Island; 34.016667 -119.716667,1981,hymenoptera
34.044982-119.725853,7,Santa Cruz,34.044982,-119.725853,Santa Cruz Island; Coches Prietos; 33.971399 -119.708214,1979,hymenoptera
34.046-120.349,131,San Miguel,34.046,-120.349,"San Miguel Island, Cuyler Harbor",1970,hymenoptera
34.047025-120.355629,9,San Miguel,34.047025,-120.355629,San Miguel Island; Cuyler Harbor area,1979,hymenoptera
34.047025-120.355629,9,San Miguel,34.047025,-120.355629,San Miguel Island; Cuyler Harbor Area,1979,hymenoptera
34.047025-120.355629,9,San Miguel,34.047025,-120.355629,San Miguel Island; Cuyler Harbor; 34.047025 -120.355629,1978,hymenoptera
34.047025-120.355629,9,San Miguel,34.047025,-120.355629,San Miguel Island; Cuyler Harbor Area; 34.047025 -120.355629,1979,hymenoptera
34.047058-120.415249,2,San Miguel,34.047058,-120.415249,"San Miguel Island, Gully above Otter Harbor",1978,hymenoptera
34.047345-120.358633,1,San Miguel,34.047345,-120.358633,San Miguel Island; Cuyler Harbor,1989,hymenoptera
34.0477-119.5471,3,Santa Cruz,34.0477,-119.5471,Santa Cruz Island; Scorpion Rock,2008,hymenoptera
34.047812-120.401514,1,San Miguel,34.047812,-120.401514,San Miguel Island; Canyon above western Simonton Cove,1978,hymenoptera
34.048142-119.562044,1,Santa Cruz,34.048142,-119.562044,NA,2015,hymenoptera
34.048202-119.562444,1,Santa Cruz,34.048202,-119.562444,NA,2015,hymenoptera
34.0489-119.5565,1,Santa Cruz,34.0489,-119.5565,"Santa Cruz Island, e. end Scorpion Anchorage",1994,hymenoptera
34.05-119.88333,3,Santa Cruz,34.05,-119.88333,"1 km NNE Black Pt., Santa Cruz I.",1993,hymenoptera
34.05-119.88333,3,Santa Cruz,34.05,-119.88333,"1km NNE Black Pt., Santa Cruz Island",1993,hymenoptera
34.05083-120.352925,6,San Miguel,34.05083,-120.352925,"San Miguel Island, Cuyler Harbor",1978,hymenoptera
34.05083-120.35305,4,San Miguel,34.05083,-120.35305,"Cuyler Harbor, San Miguel Island",1970,hymenoptera
34.0512-120.3891,1,San Miguel,34.0512,-120.3891,San Miguel Island; CINP Range Pole Canyon,2009,hymenoptera
34.051751-120.410396,5,San Miguel,34.051751,-120.410396,San Miguel Island; gully above Otter Harbor,1978,hymenoptera
34.05315-119.564177,1,Santa Cruz,34.05315,-119.564177,NA,2015,hymenoptera
34.054-120.414,1,San Miguel,34.054,-120.414,"San Miguel Island, Otter Harbor",1980,hymenoptera
34.05442-119.754974,1,Santa Cruz,34.05442,-119.754974,"Santa Cruz, Frys Harbor",1920,hymenoptera
34.05485-120.38568,1,San Miguel,34.05485,-120.38568,"Simonton Cove, San Miguel I.",1970,hymenoptera
34.05583333-119.8980556,1,Santa Cruz,34.05583333,-119.8980556,NA,2000,hymenoptera
34.056054-119.866158,1,Santa Cruz,34.056054,-119.866158,Channel Islands National Park,2018,hymenoptera
34.05805-120.38722,2,San Miguel,34.05805,-120.38722,"Simonton Cove, San Miguel Island",1970,hymenoptera
34.058052-120.387094,3,San Miguel,34.058052000000004,-120.387094,"San Miguel Island, Canyons above western Simonton Cove",1978,hymenoptera
34.0594-119.9198,934,Santa Cruz,34.0594,-119.9198,NA,2012,hymenoptera
34.0596-119.9289,107,Santa Cruz,34.0596,-119.9289,"Santa Cruz Island, Fraser Point",1970,hymenoptera
34.06-119.9558,185,Santa Cruz,34.06,-119.9558,NA,2012,hymenoptera
34.06-120.38,13,San Miguel,34.06,-120.38,"San Miguel Island, Simonton Cove",1970,hymenoptera
34.0628-120.3735,3,San Miguel,34.0628,-120.3735,"San Miguel Island; Simonton Cove, CINP",2009,hymenoptera
34.0628-120.3735,3,San Miguel,34.0628,-120.3735,"Simonton Cove, CINP: San Miguel Island",2009,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, 0.5 mi. N University California Field Station, Canada del Medio",1975,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, beach, Laguna Canyon",1978,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, 3.8 mi. E of mouth of Canada de los Sauces",1970,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, Canada del Puerto",1971,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, University of California Research Station, Canada del Medio",1970,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, Cascada, 1.5 mi. W. Univ. California Field Station",1972,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, Canada Sauces Oeste",1968,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, Centinela and El Camino Viejo",1970,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, beach at mouth Sauces Canyon",1978,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, 0.5 mi. W University California Field Station, Canada del Medio",1974,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, 2.5 miles N, mouth of Laguna Canyon",1978,hymenoptera
34.06389-119.75167,55,Santa Cruz,34.06389,-119.75167,"Santa Cruz Island, Christi Beach, west end",1978,hymenoptera
34.06666-119.925,191,Santa Cruz,34.06666,-119.925,"Santa Cruz Island, Fraser Point",2008,hymenoptera
34.39848-119.5358,1,NA,34.39848,-119.5358,Santa Cruz Island,2019,hymenoptera
34.56143-119.29867,1,NA,34.56143,-119.29867,"San Nicolas Island, Tule Creek",1969,hymenoptera
35.75247-120.69628,5,NA,35.75247,-120.69628,"San Miguel Is., vicinity of Lester Ranch",1968,hymenoptera
