"","source","id","institutio","collection","ownerInsti","collecti_1","basisOfRec","occurrence","catalogNum","otherCatal","kingdom","phylum","class","order","family","scientificName","taxonID","scientif_1","genus","specificEp","taxonRank","infraspeci","identified","dateIdenti","identifica","identifi_1","taxonRemar","identifi_2","typeStatus","recordedBy","recordNumb","eventDate","year","month","day","startDayOf","endDayOfYe","verbatimEv","occurren_1","habitat","fieldNumbe","informatio","dataGenera","dynamicPro","associated","reproducti","establishm","lifeStage","sex","individual","samplingPr","samplingEf","preparatio","country","stateProvi","county","municipali","island","locality","ArcMap_IslandName","locationRe","decimalLat","decimalLon","geodeticDa","coordinate","verbatimCo","georeferen","georefer_1","georefer_2","georefer_3","georefer_4","minimumEle","maximumEle","minimumDep","maximumDep","verbatimDe","verbatimEl","dispositio","language","recordEnte","modified","rights","rightsHold","accessRigh","recordId","references","acceptedName","acceptedFamily","acceptedGenus"
"31","Cal-IBIS",1574224,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","6754c60a-7417-49d3-8335-40be304dc891","UCSB-IZC00032414",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"9/26/75 0:00",1975,9,26,269,,"9/26/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:6cd97e73-ea8d-42c1-b0e9-61c8a7adeab7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574224",,,
"32","Cal-IBIS",1574213,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","7194a816-8710-4b0c-84a4-43468bc41ac0","UCSB-IZC00031764",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"6/20/78 0:00",1978,6,20,171,,"6/20/78",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:600edb0f-50da-4c73-ad65-db8f18330016","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574213",,,
"33","Cal-IBIS",1574219,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","85b5f736-3a4b-4b43-ac1c-b0bf09e7423f","UCSB-IZC00032065",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"5/21/73 0:00",1973,5,21,141,,"5/21/73",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:0a339ad5-e294-4af5-943b-1a708bb00992","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574219",,,
"34","Cal-IBIS",1574216,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","b34c4738-fe92-4f42-a69d-f4b2aef9c655","UCSB-IZC00032930",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"5/23/75 0:00",1975,5,23,143,,"5/23/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:6d142340-bba4-4c8e-bf20-76c1da4d8760","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574216",,,
"35","Cal-IBIS",1574212,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","b58909d5-e563-4b9f-b51e-b6b69d778003","UCSB-IZC00032883",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,"R. Thorp",,"5/28/89 0:00",1989,5,28,148,,"5/28/89",,"on Lasthenia",,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f35da3a6-2938-4930-bc49-137cedd045c6","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574212",,,
"36","Cal-IBIS",1574210,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","c389b119-12a9-4e4c-9178-2e15ce92cc17","UCSB-IZC00031765",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"5/22/73 0:00",1973,5,22,142,,"5/22/73",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:9a78bcbf-49a3-4cf8-9169-4e2691c3cbc5","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574210",,,
"37","Cal-IBIS",1574221,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ca049d52-8a39-4d63-9141-d93aec6d738c","UCSB-IZC00032865",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"9/18/73 0:00",1973,9,18,261,,"9/18/73",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:ae44e335-1faa-47c1-92b6-691ce8a2c281","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574221",,,
"38","Cal-IBIS",1574217,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","d461665b-6f77-4a38-9aac-9fe4d280d70a","UCSB-IZC00031789",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:9694dfd3-09c1-475e-bd11-7c13484283d1","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574217",,,
"39","Cal-IBIS",1574214,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","dbdeb0d9-ec54-43b8-96b4-63e765029eb4","UCSB-IZC00032279",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"9/18/75 0:00",1975,9,18,261,,"9/18/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:30d01b99-c8fe-48aa-91de-a506c43ad078","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574214",,,
"40","Cal-IBIS",1574218,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","e91d5dd7-18ff-4918-9da7-940f63d10940","UCSB-IZC00032196",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:6acc2ab7-c639-44ae-a0e4-221f66930087","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574218",,,
"41","Cal-IBIS",1574222,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","ef15feda-4ce3-4faf-b8c9-b742890cb185","UCSB-IZC00032229",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"5/26/75 0:00",1975,5,26,146,,"5/26/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:54a7076c-ed30-4273-8c2a-a66a4fc9c5a2","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574222",,,
"42","Cal-IBIS",1574209,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","fb8b8a6a-055c-46e2-a310-e45c4af80137","UCSB-IZC00032193",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadellidae",45560,"Latreille, 1802",,,,,,,,,,0,,,,"5/27/75 0:00",1975,5,27,147,,"5/27/75",,,,,,,,,,,,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:c754fd7b-aced-44f0-86bd-865b554c1ded","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574209",,,
"43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44","Cal-IBIS",1568062,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:75b1433c-1824-11e4-8259-0026552be7ea","UCR_ENT 00107188",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"9/15/64 0:00",1964,9,15,259,,"9/15/64",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Canyon del Puerto, Santa Cruz Island","Santa Cruz",,34.01005,-119.76755,,0,,,,,,,0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:3f81ee77-b44f-4f77-af88-7a42525d20b3","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568062",,,
"45","Cal-IBIS",1568065,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:a49dc158-183c-11e4-8259-0026552be7ea","UCR_ENT 00107246",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"9/15/64 0:00",1964,9,15,259,,"9/15/64",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Canyon del Puerto, Santa Cruz Island","Santa Cruz",,34.01005,-119.76755,,0,,,,,,,0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:1972c229-df05-46f8-99c5-89ce53b4a8d7","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568065",,,
"46","Cal-IBIS",1568066,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:a4a04b1c-183c-11e4-8259-0026552be7ea","UCR_ENT 00107247",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"9/15/64 0:00",1964,9,15,259,,"9/15/64",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Canyon del Puerto, Santa Cruz Island","Santa Cruz",,34.01005,-119.76755,,0,,,,,,,0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:7c3acb3e-6c3c-4f9a-8517-7d3e9503d9a3","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568066",,,
"47","Cal-IBIS",1568063,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8da1ac26-1832-11e4-8259-0026552be7ea","UCR_ENT 00107201",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"7/22/63 0:00",1963,7,22,203,,"7/22/63",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,"GeoLocate Software",,,,"plotted at UC Station Headquarters",0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:4eac8411-cb5f-41c7-bce2-ce00e2dee7bc","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568063",,,
"48","Cal-IBIS",1568064,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:984951ec-1832-11e4-8259-0026552be7ea","UCR_ENT 00107202",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","E. I. Schlinger",,"9/14/64 0:00",1964,9,14,258,,"9/14/64",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Christi Ranch","Santa Cruz",,34.02282,-119.87192,,0,,"Google Earth",,,,,14,,,,,"14 m",,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:e3cdeeb9-8c4e-4b45-818c-d1ac16afa729","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568064",,,
"49","Cal-IBIS",1568197,"NCSU","TTD","North Carolina State University","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:ff6ba01a-f274-11e4-8259-0026552be7ea","NCSU_ENT 00219919",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,"C.H. Dietrich",1993,,,,0,"None","E. I. Schlinger",,"9/14/64 0:00",1964,9,14,258,,"9/14/64",,,,,,,,,,"Adult","Male",2,"General Collecting",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Christi Ranch","Santa Cruz",,34.02282,-119.87192,,0,,"Google Earth",,,,,14,,,,,"14 m",,,,"5/4/15 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f6ec528d-8006-450f-a5e0-3ed7babb1423","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568197",,,
"50","Cal-IBIS",1568198,"NCSU","TTD","North Carolina State University","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:ff6de41a-f274-11e4-8259-0026552be7ea","NCSU_ENT 00219920",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,"C.H. Dietrich",1993,,,,0,"None","E. I. Schlinger",,"9/14/64 0:00",1964,9,14,258,,"9/14/64",,,,,,,,,,"Adult","Male",2,"General Collecting",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Christi Ranch","Santa Cruz",,34.02282,-119.87192,,0,,"Google Earth",,,,,14,,,,,"14 m",,,,"5/4/15 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:197c5a94-d454-4b5a-9e58-92c3e8458024","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568198",,,
"51","Cal-IBIS",1568067,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:14fdeedc-183d-11e4-8259-0026552be7ea","UCR_ENT 00107257",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"7/23/63 0:00",1963,7,23,204,,"7/23/63",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Christi, Santa Cruz Island","Santa Cruz",,34.02667,-119.875,,0,,"GeoLocate Software",,,,"Uncertainty: 1582 m; Centrad; Geolocate 2014; The uncertainty is an estimate to the possibllility of where the specimen was found",0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:a3e71dff-3fc7-4be1-89a4-66653cf960be","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568067",,,
"52","Cal-IBIS",1568068,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:15005442-183d-11e4-8259-0026552be7ea","UCR_ENT 00107258",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"7/23/63 0:00",1963,7,23,204,,"7/23/63",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Christi, Santa Cruz Island","Santa Cruz",,34.02667,-119.875,,0,,"GeoLocate Software",,,,"Uncertainty: 1582 m; Centrad; Geolocate 2014; The uncertainty is an estimate to the possibllility of where the specimen was found",0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:65a538ee-5e75-45eb-81b2-667e2fbba1dc","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568068",,,
"53","Cal-IBIS",1568069,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:1508f5c0-183d-11e4-8259-0026552be7ea","UCR_ENT 00107259",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"7/23/63 0:00",1963,7,23,204,,"7/23/63",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Christi, Santa Cruz Island","Santa Cruz",,34.02667,-119.875,,0,,"GeoLocate Software",,,,"Uncertainty: 1582 m; Centrad; Geolocate 2014; The uncertainty is an estimate to the possibllility of where the specimen was found",0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:20c30bed-713c-4615-946e-40f361e0e1eb","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568069",,,
"54","Cal-IBIS",1568070,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:150bb6f2-183d-11e4-8259-0026552be7ea","UCR_ENT 00107260",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Draeculacephala minerva",163820,"Ball, 1927","Draeculacephala","minerva",,,,,,,,0,"None","T. Fisher",,"7/23/63 0:00",1963,7,23,204,,"7/23/63",,,,,,,,,,"Adult",,1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Christi, Santa Cruz Island","Santa Cruz",,34.02667,-119.875,,0,,"GeoLocate Software",,,,"Uncertainty: 1582 m; Centrad; Geolocate 2014; The uncertainty is an estimate to the possibllility of where the specimen was found",0,,,,,,,,,"7/30/14 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:ab3e89d0-dde2-42c3-86ab-4728b7993f50","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1568070",,,
"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56","Cal-IBIS",1574228,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","97d146f5-0df8-4a9a-8db8-68ded236da20","UCSB-IZC00032237",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Cicadidae",45561,"Latreille, 1802",,,,,,,,,,0,,"Vicky Chan; UCSB Natural History Collections Club",,"5/28/16 0:00",2016,5,28,149,,"5/28/16",,"on path",,,,,,,,"Adult",,1,"hand",,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.0008,-119.7366,"WGS84",0,,,,,,,0,,,,,,,,"entan","9/24/19 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cf3a67dc-3941-40a6-bef6-6035d3c6f5bf","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574228",,,
"57","Cal-IBIS",1574225,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","17476d24-3367-4aa5-a8b3-dfd6ebd192b4","UCSB-IZC00032267",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Cicadidae",45561,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,"Adult",,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:12815e2a-66e9-448d-b373-ea282809361e","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574225",,,
"58","Cal-IBIS",1574232,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","48b23ea8-9de5-4621-9189-563a49d6979d","UCSB-IZC00032274",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Cicadidae",45561,"Latreille, 1802",,,,,,,,,,0,,,,"7/8/81 0:00",1981,7,8,189,,"7/8/81",,,,,,,,,,"Adult",,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:7dbe51e5-c14c-4f01-a45e-a28d8d661862","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574232",,,
"59","Cal-IBIS",1574230,"UCSB","IZC",,"b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","4e58265e-7b8e-4d40-8f08-d3d9faab507e","UCSB-IZC00032172",,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadidae","Cicadidae",45561,"Latreille, 1802",,,,,,,,,,0,,,,,1979,6,0,0,,"Jun-79",,,,,,,,,,"Adult",,1,,,"pinned","United States","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.016667,-119.716667,"WGS84",20369,,"entan (2019-08-19 15:59:52)",,"georef batch tool 2019-08-19; GeoLocate","reviewed - high confidence",,0,,,,,,,,"entan","2/7/20 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:8702cf10-8ac1-4339-9717-80142f1c3725","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1574230",,,
